id,classification,code,description,distributed_to,implanted,name,number,quantity_in_commerce,risk_class,slug,country,manufacturer_id,created_at,updated_at,device_type,device_age_years,is_implanted,quantity_in_commerce_log,risk_class_clean,risk_class_encoded,manufacturer_device_count,manufacturer_name,parent_company,previous_event_count,events_last_1_year,events_last_3_years,events_last_5_years,previous_recall_count,previous_high_severity_event_count,days_since_last_event,recent_event_frequency,manufacturer_event_count,manufacturer_recall_count,manufacturer_event_rate,future_event,device_id,temperature,vibration,power_consumption,voltage,operating_hours,error_rate,battery_health,health_score,rolling_temp_mean_5,rolling_vib_mean_5,rolling_power_mean_5,temperature_change_rate,vibration_change_rate,power_change_rate,voltage_variability,telemetry_failure_label,telemetry_anomaly_score,failure_risk_score,risk_level,anomaly_score,maintenance_priority_score,priority_level
43,,,AIMDD,,,Temporary Transvenous Pacing Lead,,0.0,,tur-temporary-transvenous-pacing-lead,TUR,39,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,Class IIA,2,5,Medtronic Inc.,Medtronic plc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,43,37.3,0.115,120.11,221.28,2757,0.18,91.7,95.7,37.314,0.1572,118.422,0.01999999999999602,-0.023000000000000007,2.280000000000001,0.5275414675644271,0,33.1,57.6,MODERATE,33.1,38.8,MODERATE
44,,,Class I - sterile,,,Metalline Wound Dressings,,0.0,,tur-metalline-wound-dressings,TUR,39,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,Class I,1,5,Medtronic Inc.,Medtronic plc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,44,36.14,0.141,108.11,220.07,1319,0.2,92.8,98.3,36.33,0.155,111.626,-0.20000000000000284,-0.049000000000000016,-4.469999999999999,0.5451880409547638,0,39.8,47.9,MODERATE,39.8,32.9,MODERATE
45,,,AIMDD,,,SynchroMed Implantable Infusion Pump,,0.0,,tur-synchromed-implantable-infusion-pump,TUR,39,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Infusion,0.0,0,0.0,Class III,4,5,Medtronic Inc.,Medtronic plc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,45,35.69,0.159,129.57,219.43,1458,0.36,90.5,97.9,35.855999999999995,0.1606,129.06199999999998,0.0,0.009000000000000008,0.5099999999999909,0.45773354694625296,0,28.8,52.0,MODERATE,28.8,43.0,MODERATE
46,,,Class III,,,Endurant / Endurant II Forked Stent Graft Systems,,0.0,,tur-endurant-endurant-ii-forked-stent-graft-systems,TUR,39,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Surgical,0.0,0,0.0,Class III,4,5,Medtronic Inc.,Medtronic plc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,46,48.78,1.92,185.97,218.63,1371,11.56,58.3,0.0,47.489999999999995,1.7136,161.082,0.5399999999999991,0.11799999999999988,37.02000000000001,3.2623028676072514,1,64.9,61.2,HIGH,64.9,55.7,MODERATE
47,,,Class IIA,,,DLP 20-inch extension line adapters,,0.0,,tur-dlp-20-inch-extension-line-adapters,TUR,39,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,Class IIA,2,5,Medtronic Inc.,Medtronic plc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,47,48.34,1.884,176.02,213.31,692,11.65,58.1,0.0,47.0,1.6958000000000002,166.18,1.1500000000000057,0.08999999999999986,-7.369999999999976,4.38154881291996,1,57.4,63.2,HIGH,57.4,47.1,MODERATE
48,Cardiovascular Devices,,Class III,,,"Pipeline Embolization Device, Alligator Retrieval Device, Xcelerator Hydrophilic Guide Wire, UltraFlow HPC Microcatheter, Marathon Microcatheter",,0.0,,tur-cardiovascular-devices-pipeline-embolization-device-alligator-retrieval-device-xcelerator-hydrophilic-guide-wire,TUR,40,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Infusion,0.0,0,0.0,Class III,4,1,"Micro Therapeutics, Inc.",Medtronic plc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,48,47.91,1.907,172.49,222.73,2873,11.58,56.6,0.0,46.716,1.7634,159.24200000000002,0.6699999999999946,-0.0029999999999998916,7.810000000000002,3.542932401274366,1,44.5,74.6,HIGH,44.5,56.0,MODERATE
49,,,Class III,,,PHIL Non-Adhesive Fluid System,,0.0,,tur-phil-non-adhesive-fluid-system,TUR,41,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,Class III,4,1,Micro Vention Inc,Terumo Corp.,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,49,36.4,0.183,120.26,217.94,3219,0.39,92.3,96.1,36.756,0.2192,119.468,-0.12000000000000455,-0.04600000000000001,-0.3199999999999932,0.4758676286531305,0,20.9,80.1,CRITICAL,20.9,52.3,MODERATE
50,,,Class IIB,,,Large Qwix Position Screws,,0.0,,tur-large-qwix-position-screws,TUR,42,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,Class IIB,3,1,NEWDEAL SAS,Integra LifeSciences Holdings Corporation,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,50,36.16,0.199,115.77,221.74,2766,0.28,88.8,95.7,35.976,0.17600000000000002,114.946,0.25,-0.015999999999999986,1.7299999999999898,0.28556960622573585,0,22.4,76.0,HIGH,22.4,47.2,MODERATE
51,Anesthesiology Devices,,Class I - other,,,Capnostream 20 and Capnostream 20p Patient Monitor Battery Kit,,0.0,,tur-anesthesiology-devices-capnostream-20-and-capnostream-20p-patient-monitor-battery-kit,TUR,43,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Monitoring,0.0,0,0.0,Class I,1,1,Oridion Medikal 1987 Ltd.,Medtronic plc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,51,49.42,1.899,149.03,220.0,1201,11.93,58.6,0.0,48.274,1.7518,149.62,0.3299999999999983,0.04299999999999993,-0.6899999999999977,2.2087598330284446,1,57.4,72.0,HIGH,57.4,46.9,MODERATE
52,,,Class III,,,Oscor Adelante Breezeway,,0.0,,tur-oscor-adelante-breezeway,TUR,44,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,Class III,4,1,Oscor Inc,Oscor Inc.,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,52,35.91,0.145,119.66,220.41,2389,0.21,88.3,97.4,35.95,0.1718,121.346,-0.11000000000000654,-0.0050000000000000044,-2.4000000000000057,0.2838661656485658,0,16.2,79.5,HIGH,16.2,50.9,MODERATE
53,,,Class IIB,,,IntelliVue Information Center PIIC iX,,0.0,,tur-intellivue-information-center-piic-ix,TUR,45,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,Class IIB,3,2,Philips Medical Systems,Philips,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,53,36.65,0.159,115.62,222.19,659,0.43,92.3,95.9,36.592,0.1494,116.268,0.240000000000002,0.05600000000000001,0.960000000000008,0.7455199527846527,0,28.7,72.0,HIGH,28.7,47.2,MODERATE
54,,,Class IIB,,,Allura Xper FD and UNIQ X-ray Machines,,0.0,,tur-allura-xper-fd-and-uniq-x-ray-machines,TUR,45,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Imaging,0.0,0,0.0,Class IIB,3,2,Philips Medical Systems,Philips,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,54,37.05,0.129,106.15,221.77,3124,0.79,88.3,93.2,36.42,0.1582,108.61800000000001,0.8099999999999952,-0.009000000000000008,-1.4599999999999937,0.8439016530377971,0,66.0,71.5,HIGH,66.0,56.4,MODERATE
55,,,IVD Other,,,ABL 80 - SC80 100/30 Full + Lac; SC80 25/30 Full + Lac; SC80 200/30 Full + Lac; SC80 300/15 Full + Lac; SC80 300/30 Full + Lac; SC80 600/15 Full + Lac; 50/30 Full + Lac,,0.0,,tur-abl-80-sc80-100-30-full-lac-sc80-25-30-full-lac-sc80-200-30-full-lac-sc80-300-15-full,TUR,46,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,IVD Other,2,1,Radiometer Medical ApS,Danaher Corporation,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,55,36.69,0.162,117.14,218.51,1357,0.21,88.6,95.2,36.602,0.1578,118.86200000000001,0.030000000000001137,-0.031,-2.8400000000000034,0.44271887242354363,0,18.4,71.2,HIGH,18.4,40.6,MODERATE
56,,,IVD Other,,,Shandon Rapid chrome Kwik-Diff,,0.0,,tur-shandon-rapid-chrome-kwik-diff,TUR,47,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,IVD Other,2,1,Richard-Allan Scientific,Thermo Fisher Scientific Inc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,56,35.73,0.212,124.12,221.82,1547,0.21,90.3,97.2,35.774,0.20539999999999997,120.8,0.00999999999999801,0.016999999999999987,1.1899999999999977,0.6824441369079021,0,31.2,77.3,HIGH,31.2,46.2,MODERATE
57,,,IVD Other,,,Sekisui Diagnostics Acetaminophen L3K,,0.0,,tur-sekisui-diagnostics-acetaminophen-l3k,TUR,48,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,IVD Other,2,1,Sekisiu Diagnostics P.E.I. Inc.,Sekisui Chemical Co. Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,57,37.81,0.247,119.26,220.91,1071,0.26,90.8,91.3,37.654,0.18819999999999998,120.378,0.3200000000000003,0.07899999999999999,-1.4899999999999949,0.3707694701562344,0,40.5,75.8,HIGH,40.5,47.9,MODERATE
58,,,Class III,,,VIA Microcatheter,,0.0,,tur-via-microcatheter,TUR,49,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Infusion,0.0,0,0.0,Class III,4,1,Sequent Medical,Terumo Corp.,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,58,37.29,0.155,115.73,219.24,3265,0.24,88.5,93.8,37.44,0.14379999999999998,113.68400000000001,-0.240000000000002,0.01200000000000001,4.040000000000006,0.3325357123678311,0,20.5,75.8,HIGH,20.5,50.4,MODERATE
59,,,IVD Other,,,Versant Deep Well Plate,,0.0,,tur-versant-deep-well-plate,TUR,50,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,IVD Other,2,1,Siemens AG,Siemens Ag,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,59,48.55,1.917,177.0,229.78,3146,12.04,57.7,0.0,47.488,1.7444000000000002,161.11,0.3200000000000003,0.10699999999999998,6.5,5.153956732453203,1,72.8,79.8,HIGH,72.8,57.6,MODERATE
60,,,IVD Other,,,ADVIA Chemistry Alkaline Phosphatase (AMP) m Reagent,,0.0,,tur-advia-chemistry-alkaline-phosphatase-amp-m-reagent,TUR,51,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Diagnostic,0.0,0,0.0,IVD Other,2,2,Siemens Healthcare,Siemens Ag,1.0,1.0,1.0,1.0,1.0,1.0,74.0,1.0,2.0,2.0,1.0,0,60,49.38,1.863,143.36,223.04,1669,11.92,59.2,0.0,47.676,1.5901999999999998,141.428,0.970000000000006,0.16100000000000003,-9.069999999999993,1.8470598257771675,1,64.9,1.3,LOW,64.9,26.2,LOW
61,,,IVD Other,,,Advia Chemistry Systems Hemoglobin A1c_3 Reagent,,0.0,,tur-advia-chemistry-systems-hemoglobin-a1c_3-reagent,TUR,51,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Diagnostic,0.0,0,0.0,IVD Other,2,2,Siemens Healthcare,Siemens Ag,1.0,1.0,1.0,1.0,1.0,1.0,74.0,1.0,2.0,2.0,1.0,0,61,36.89,0.197,129.09,218.33,1240,0.18,92.7,95.3,36.774,0.1572,124.95599999999999,0.21000000000000085,0.048000000000000015,3.0200000000000102,0.12895735729277866,0,40.1,2.5,LOW,40.1,20.5,LOW
62,,,IVD Other,,,Dimension Sirolimus Flex Reagent Cartridge,,0.0,,tur-dimension-sirolimus-flex-reagent-cartridge,TUR,52,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Diagnostic,0.0,0,0.0,IVD Other,2,1,Siemens Healthcare Diagnostics Inc.,Siemens Ag,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,62,35.35,0.117,123.84,219.77,1137,0.25,91.4,100.0,35.50600000000001,0.1518,121.76000000000002,-0.28999999999999915,-0.001999999999999988,4.439999999999998,0.23006520814770434,0,33.5,86.9,CRITICAL,33.5,50.6,MODERATE
63,,,IVD Other,,,"Triglyceride_2 Reagent, Concentrate",,0.0,,tur-triglyceride_2-reagent-concentrate,TUR,53,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Diagnostic,0.0,0,0.0,IVD Other,2,2,Siemens Healthcare Diagnostics Products Inc.,Siemens Ag,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,63,36.72,0.206,127.31,221.03,755,0.26,90.1,94.5,36.414,0.187,124.048,0.25,0.087,2.8700000000000045,0.43479880404621724,0,18.8,77.5,HIGH,18.8,43.2,MODERATE
64,,,IVD Other,,,N Latex ASL,,0.0,,tur-n-latex-asl,TUR,53,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,IVD Other,2,2,Siemens Healthcare Diagnostics Products Inc.,Siemens Ag,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,64,36.0,0.25,120.85,219.56,2597,0.26,92.2,96.1,36.260000000000005,0.1654,124.228,-0.4099999999999966,0.14600000000000002,-4.960000000000008,0.5065076504852271,0,33.8,69.2,HIGH,33.8,43.6,MODERATE
65,,,IVD Other,,,Aptio Automation System,,0.0,,tur-aptio-automation-system,TUR,54,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,IVD Other,2,1,Siemens Healthineers,Siemens Ag,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,65,36.23,0.191,113.72,220.48,1901,0.48,89.8,95.4,36.672000000000004,0.2028,112.50399999999999,-0.36000000000000654,0.0010000000000000009,0.4099999999999966,0.662291476617329,0,10.0,74.6,HIGH,10.0,39.8,MODERATE
66,,,Class IIB,,,Reflection Spherical Head Screw,,0.0,,tur-reflection-spherical-head-screw,TUR,55,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,Class IIB,3,4,Smith & Nephew Inc.,Smith & Nephew plc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,66,47.44,1.917,141.01,216.47,1008,11.73,55.3,0.0,46.44199999999999,1.7553999999999998,155.012,0.7100000000000009,0.129,-20.890000000000015,2.5228594887547504,1,65.8,61.1,HIGH,65.8,52.1,MODERATE
67,,,Class IIB,,,Tandem Bipolar Hip System,,0.0,,tur-tandem-bipolar-hip-system,TUR,55,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,Class IIB,3,4,Smith & Nephew Inc.,Smith & Nephew plc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,67,35.92,0.186,111.14,221.27,2732,0.33,89.1,96.5,35.954,0.19119999999999998,111.758,-0.3200000000000003,-0.0030000000000000027,-0.4000000000000057,0.07956129712385884,0,24.4,63.4,HIGH,24.4,42.7,MODERATE
68,,,Class IIB,,,Renasys Transparent Film,,0.0,,tur-renasys-transparent-film,TUR,55,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,Class IIB,3,4,Smith & Nephew Inc.,Smith & Nephew plc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,68,36.67,0.185,124.92,219.12,1348,0.2,88.5,94.8,36.834,0.18919999999999998,124.53600000000002,-0.10000000000000142,0.01999999999999999,-0.37000000000000455,0.601747455333215,0,16.4,60.7,HIGH,16.4,39.6,MODERATE
69,,,Class III,,,Modular neck hip replacement,,0.0,,tur-modular-neck-hip-replacement,TUR,55,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,Class III,4,4,Smith & Nephew Inc.,Smith & Nephew plc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,69,36.77,0.129,122.03,218.72,2298,0.4,92.5,96.3,36.834,0.1736,123.80199999999999,-0.12999999999999545,-0.034,-3.289999999999992,0.6241153739493369,0,21.0,67.7,HIGH,21.0,47.3,MODERATE
70,,,Class IIA,,,Cardioplegia Transport system Oxygenator Perfusion Tube Set System,,0.0,,tur-cardioplegia-transport-system-oxygenator-perfusion-tube-set-system,TUR,56,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Respiratory,0.0,0,0.0,Class IIA,2,1,Sorin Group Italia,LivaNova PLC,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,70,36.05,0.149,121.91,220.93,1156,0.32,91.5,97.6,36.162,0.18280000000000002,121.886,-0.09000000000000341,-0.01200000000000001,0.4399999999999977,0.35242020373409977,0,8.7,77.1,HIGH,8.7,40.5,MODERATE
71,,,Class III,,,"Accoat Guide Wires (with long flexible tip), Accoat Guide Wire Bentson",,0.0,,tur-accoat-guide-wires-with-long-flexible-tip-accoat-guide-wire-bentson,TUR,57,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,Class III,4,1,SP Medical A/S,Sp Group A/S,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,71,35.68,0.172,125.28,219.32,493,0.52,90.6,97.2,35.44199999999999,0.2004,124.104,0.3500000000000014,-0.064,-1.6200000000000045,0.46645471377174036,0,16.5,82.8,CRITICAL,16.5,52.2,MODERATE
72,,,Class III,,,METS Femoral Plateau Plate,,0.0,,tur-mets-femoral-plateau-plate,TUR,58,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,Class III,4,2,Stanmore Implants Worldwide Limited,Stryker,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,72,36.84,0.233,117.74,222.81,889,0.62,90.6,92.8,36.786,0.1936,119.352,-0.02999999999999403,0.05500000000000002,-3.280000000000001,0.7874198371898254,0,39.6,71.6,HIGH,39.6,53.5,MODERATE
73,,,Class IIB,,,Pneumosure High Flow Insufflator,,0.0,,tur-pneumosure-high-flow-insufflator,TUR,59,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,Class IIB,3,1,Stryker Endoscopy,Stryker,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,73,37.17,0.135,120.82,219.7,1121,0.6,89.2,93.6,37.068000000000005,0.1674,118.474,-0.07000000000000028,-0.08099999999999999,3.2299999999999898,0.2674883175020699,0,18.9,71.6,HIGH,18.9,44.6,MODERATE
74,,,Class I - Other,,,Hand Tools - Sagittal Saw - Reciprocating Saw - Rotary Drill,,0.0,,tur-hand-tools-sagittal-saw-reciprocating-saw-rotary-drill,TUR,60,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,Class I,1,1,Stryker Instruments,Stryker,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,74,48.13,1.851,170.82,218.87,1702,11.73,59.1,0.0,47.426,1.6946,162.974,-0.12999999999999545,0.05600000000000005,1.789999999999992,2.4857855901103076,1,46.1,78.2,HIGH,46.1,46.6,MODERATE
75,,,Class III,,,Target Detachable Coils,,0.0,,tur-target-detachable-coils,TUR,61,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,Class III,4,1,Stryker Neurovascular,Stryker,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,75,36.54,0.192,124.35,220.5,2324,0.35,91.0,95.3,36.60000000000001,0.19219999999999998,123.24600000000001,-0.21000000000000085,-0.01999999999999999,1.039999999999992,0.6136367003365735,0,5.9,79.7,HIGH,5.9,48.4,MODERATE
76,,,Class IIB,,,"Craniofacial bone screw, non-biobsorbable",,0.0,,tur-craniofacial-bone-screw-non-biobsorbable,TUR,62,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,Class IIB,3,2,Synthes GmbH,Johnson & Johnson,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,76,37.0,0.18,122.6,219.72,1236,0.29,90.6,94.4,36.760000000000005,0.1594,123.78399999999999,0.25,-0.007000000000000006,-4.340000000000003,0.37792856467864233,0,4.6,71.0,HIGH,4.6,40.8,MODERATE
77,,,Class I - other,,,PFNA Spiral Blade for Impactor,,0.0,,tur-pfna-spiral-blade-for-impactor,TUR,62,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Surgical,0.0,0,0.0,Class I,1,2,Synthes GmbH,Johnson & Johnson,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,77,47.87,1.872,146.98,219.28,3079,11.99,55.0,0.0,46.854,1.7356000000000003,153.844,0.5399999999999991,0.03400000000000003,-10.530000000000001,3.049213013221664,1,60.0,74.1,HIGH,60.0,48.4,MODERATE
78,,,Class I - other,,,EZIO Manual Handle,,0.0,,tur-ezio-manual-handle,TUR,63,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,Class I,1,1,Teleflex Medical,Teleflex Incorporated,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,78,36.25,0.2,119.52,219.84,3170,0.23,93.3,96.9,36.552,0.199,120.36399999999999,-0.17999999999999972,0.04400000000000001,-1.9200000000000017,0.4489654775147213,0,23.9,69.5,HIGH,23.9,37.5,MODERATE
79,,,Class IIA,,,"Radifocus® Introducer II, Radifocus® Introducer II M coat ",,0.0,,tur-radifocus-introducer-ii-radifocus-introducer-ii-m-coat,TUR,64,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,Class IIA,2,1,Terumo Corporation,Terumo Corp.,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,79,36.79,0.219,121.8,220.87,2653,0.29,90.7,94.2,36.732,0.202,123.82000000000001,-0.1700000000000017,-0.021999999999999992,-2.990000000000009,0.4479955356920521,0,11.8,72.2,HIGH,11.8,39.3,MODERATE
80,,,IVD Other,,,OxoidTM Antimicrobial Susceptibility Test disc. Ticarcillin/Clavulanic Acid (TIM85) (CT0449),,0.0,,tur-oxoidtm-antimicrobial-susceptibility-test-disc-ticarcillin-clavulanic-acid-tim85-ct0449,TUR,65,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Diagnostic,0.0,0,0.0,IVD Other,2,1,ThermoFisher Scientific,Thermo Fisher Scientific Inc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,80,36.87,0.161,131.55,220.56,1013,1.41,91.9,92.2,36.948,0.1708,132.788,-0.09000000000000341,-0.016999999999999987,0.6200000000000045,0.4606191485380327,0,68.4,82.3,CRITICAL,68.4,57.5,MODERATE
81,,,Class I - other,,,Depth Gauge,,0.0,,tur-depth-gauge,TUR,66,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,Class I,1,1,Trauson Medical Instrument Co. LTD.,Stryker,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,81,47.65,1.872,144.48,226.26,2196,11.85,60.2,0.0,46.018,1.6402,154.288,0.8399999999999963,0.10900000000000021,-8.060000000000002,3.68449860903759,1,74.2,81.9,CRITICAL,74.2,55.1,MODERATE
82,,,Class I,,,"TruLight 3000, TruLight 5000, ILED3, ILED5, TruV Lighting System",,0.0,,tur-trulight-3000-trulight-5000-iled3-iled5-truv-lighting-system,TUR,67,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,Class I,1,1,TRUMPF MEDIZIN SYSTEME GmbH+Co.KG,"Hill-Rom Holdings, Inc",0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,82,48.74,1.899,168.6,218.09,3211,12.32,55.8,0.0,47.874,1.7795999999999998,154.75799999999998,0.20000000000000284,0.03600000000000003,10.789999999999992,5.818674247627236,1,56.3,74.2,HIGH,56.3,47.5,MODERATE
83,,,Unknown,,,"Glidescope GVL 3, GVL 4, GVL 5 and GlideScope AVL 3, AVL 4, AVL 5 Blade",,0.0,,tur-glidescope-gvl-3-gvl-4-gvl-5-and-glidescope-avl-3-avl-4-avl-5-blade,TUR,68,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Surgical,0.0,0,0.0,Class IIA,2,1,Verathon Medical,Roper Technologies Inc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,83,36.89,0.185,122.25,221.27,1929,0.32,88.8,94.0,36.974000000000004,0.19,122.362,-0.030000000000001137,-0.07100000000000001,0.010000000000005116,0.43689815746917937,0,12.4,74.3,HIGH,12.4,40.3,MODERATE
84,Cardiovascular Devices,,Class III,,,Zenith Alpha Thoracic Endovascular Graft,,0.0,,tur-cardiovascular-devices-zenith-alpha-thoracic-endovascular-graft,TUR,69,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Implantable,0.0,0,0.0,Class III,4,1,William Cook Europe ApS,Cook Group Incorporated,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,84,36.35,0.214,116.08,219.13,599,0.87,92.9,94.4,36.384,0.1872,113.46399999999998,-0.19999999999999574,0.04799999999999999,4.590000000000003,0.5107543440833282,0,40.9,72.6,HIGH,40.9,54.3,MODERATE
85,,,Class IIA,,,TracheoFlex Tracheostomy Tubes,,0.0,,tur-tracheoflex-tracheostomy-tubes,TUR,70,2022-08-04 08:28:01 UTC,2022-08-04 08:28:01 UTC,Other,0.0,0,0.0,Class IIA,2,1,Willy Rüsch GmbH,Teleflex Incorporated,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,85,36.48,0.192,125.17,219.68,1863,0.74,91.7,94.5,36.43599999999999,0.18580000000000002,122.29400000000001,0.259999999999998,0.021999999999999992,3.480000000000004,0.5621120884662965,0,18.8,76.2,HIGH,18.8,42.7,MODERATE
